sl.no,smiles_format,xyz_file,energy,Formula,Mol_wt
185,[C]#CC1=C[C]1,c5h1_aggregates_ag_a_005_b_001_000_selected_result_026_002_ag_a_005_b_001.xyz,-190.557438,C5H,61.10699999999999
182,[C]=C1[C]2[CH][C]21,c9h9_aggregates_ag_a_005_b_001_008_selected_result_000_000_ag_a_005_b_001.xyz,-190.508536,C5H,61.10699999999999
178,[C]#C[CH]C#[C],c8h2_aggregates_ag_a_005_b_001_005_selected_result_012_000_ag_a_005_b_001.xyz,-190.507183,C5H,61.10699999999999
181,[C]C#CC#C,c10h10_aggregates_ag_a_005_b_001_002_selected_result_022_000_ag_a_005_b_001.xyz,-190.595074,C5H,61.10699999999999
180,[C]1[C]C12[C][CH]2,c7h4_aggregates_ag_a_005_b_001_003_selected_result_001_003_ag_a_005_b_001.xyz,-190.557441,C5H,61.10699999999999
179,[C]1[C]2[C]3[CH][C@]123,c7h4_aggregates_ag_a_005_b_001_006_selected_result_007_003_ag_a_005_b_001.xyz,-190.500263,C5H,61.10699999999999
177,C#C[C]1[C][C]1,c9h8_aggregates_ag_a_005_b_001_008_selected_result_023_002_ag_a_005_b_001.xyz,-190.580445,C5H,61.10699999999999
182,[C]12[C]3[C@H]4[C]1[C@]234,c8h1_aggregates_ag_a_005_b_001_000_selected_result_018_001_ag_a_005_b_001.xyz,-190.455052,C5H,61.10699999999999
62,[C]C#CC=[CH],c10h2_aggregates_ag_a_005_b_002_009_selected_result_026_005_ag_a_005_b_002.xyz,-191.133356,C5H2,62.114
76,[C]1[C@]23[C][C@]12C3,c7h3_aggregates_ag_a_005_b_002_008_selected_result_002_002_ag_a_005_b_002.xyz,-191.071443,C5H2,62.114
92,[C]1[C@H]2[C]3[CH][C@@]132,c6h2_aggregates_ag_a_005_b_002_005_selected_result_009_001_ag_a_005_b_002.xyz,-191.143051,C5H2,62.114
94,[C]=C1[C]2[CH][C@H]21,c10h3_aggregates_ag_a_005_b_002_000_selected_result_016_000_ag_a_005_b_002.xyz,-191.151981,C5H2,62.114
105,C=C=C1[C][C]1,c5h2_aggregates_ag_a_005_b_002_005_selected_result_015_000_ag_a_005_b_002.xyz,-191.19707,C5H2,62.114
155,[C]1[C]2[C@H]3[C]1[C@@H]23,c10h5_aggregates_ag_a_005_b_002_001_selected_result_007_002_ag_a_005_b_002.xyz,-191.113493,C5H2,62.114
199,[C]1[C]2[C]3C[C@@]123,c5h2_aggregates_ag_a_005_b_002_005_selected_result_011_002_ag_a_005_b_002.xyz,-191.132148,C5H2,62.114
259,[C]C1=C([C])C1,c9h6_aggregates_ag_a_005_b_002_008_selected_result_009_002_ag_a_005_b_002.xyz,-191.125659,C5H2,62.114
323,[C]=C1[C@H]2[C][C@@H]12,c9h4_aggregates_ag_a_005_b_002_006_selected_result_031_004_ag_a_005_b_002.xyz,-191.133439,C5H2,62.114
61,[C]1[C]2C=C[C]12,c10h4_aggregates_ag_a_005_b_002_007_selected_result_012_002_ag_a_005_b_002.xyz,-191.163208,C5H2,62.114
121,[C]#CC1=C[CH]1,c10h2_aggregates_ag_a_005_b_002_009_selected_result_016_000_ag_a_005_b_002.xyz,-191.223227,C5H2,62.114
54,[C]1[C]2[CH][CH][C]12,c6h2_aggregates_ag_a_005_b_002_004_selected_result_021_001_ag_a_005_b_002.xyz,-191.16321,C5H2,62.114
1,C#CC1=C[C]1,c5h4_aggregates_ag_a_005_b_002_004_selected_result_003_001_ag_a_005_b_002.xyz,-191.248217,C5H2,62.114
32,[C]1[C]2[C]3C[C@]123,c10h10_aggregates_ag_a_005_b_002_001_selected_result_019_002_ag_a_005_b_002.xyz,-191.132147,C5H2,62.114
52,[C]1[C@@H]2[C]3[CH][C@]132,c5h2_aggregates_ag_a_005_b_002_000_selected_result_028_001_ag_a_005_b_002.xyz,-191.143055,C5H2,62.114
2,[C]1[CH]C12[C][CH]2,c7h4_aggregates_ag_a_005_b_002_009_selected_result_026_000_ag_a_005_b_002.xyz,-191.177684,C5H2,62.114
5,[CH][C]1[C]2[CH][C]12,c6h3_aggregates_ag_a_005_b_002_009_selected_result_023_001_ag_a_005_b_002.xyz,-191.159332,C5H2,62.114
7,[C]#C[CH]C#C,c9h5_aggregates_ag_a_005_b_002_008_selected_result_006_000_ag_a_005_b_002.xyz,-191.223481,C5H2,62.114
10,C#C[C]C#C,c7h4_aggregates_ag_a_005_b_002_007_selected_result_019_001_ag_a_005_b_002.xyz,-191.226877,C5H2,62.114
4,[C]C1=C([CH2])[C]1,c9h4_aggregates_ag_a_005_b_002_005_selected_result_028_001_ag_a_005_b_002.xyz,-191.155761,C5H2,62.114
15,[C]1[CH][C]2[CH][C]12,c8h9_aggregates_ag_a_005_b_002_000_selected_result_007_002_ag_a_005_b_002.xyz,-191.174343,C5H2,62.114
20,C12C34C5C13C254,c5h2_aggregates_ag_a_005_b_002_000_selected_result_010_001_ag_a_005_b_002.xyz,-191.154565,C5H2,62.114
23,[C]#CC#C[CH2],c9h4_aggregates_ag_a_005_b_002_007_selected_result_009_001_ag_a_005_b_002.xyz,-191.235069,C5H2,62.114
25,[C]=C1[C]2[CH][C@@H]21,c9h3_aggregates_ag_a_005_b_002_006_selected_result_006_000_ag_a_005_b_002.xyz,-191.151978,C5H2,62.114
14,[C]1[C@]23[C@@H]4[C@H]2[C@@]143,c8h4_aggregates_ag_a_005_b_002_000_selected_result_013_001_ag_a_005_b_002.xyz,-191.130191,C5H2,62.114
166,[C]1[C]C=C[CH]1,c10h8_aggregates_ag_a_005_b_003_006_selected_result_023_001_ag_a_005_b_003.xyz,-191.830206,C5H3,63.120999999999995
44,[C]#CC#CC,c7h5_aggregates_ag_a_005_b_003_006_selected_result_023_001_ag_a_005_b_003.xyz,-191.841934,C5H3,63.120999999999995
105,[C]#CC=C=C,c7h8_aggregates_ag_a_005_b_003_001_selected_result_011_001_ag_a_005_b_003.xyz,-191.830745,C5H3,63.120999999999995
116,C1[C@]23[C]4[C@H]2[C@@]143,c10h5_aggregates_ag_a_005_b_003_006_selected_result_009_002_ag_a_005_b_003.xyz,-191.755968,C5H3,63.120999999999995
156,[CH]=C[C]C#C,c8h5_aggregates_ag_a_005_b_003_000_selected_result_024_001_ag_a_005_b_003.xyz,-191.802477,C5H3,63.120999999999995
162,[CH]C1[C]2[CH][C]21,c10h8_aggregates_ag_a_005_b_003_004_selected_result_020_003_ag_a_005_b_003.xyz,-191.734062,C5H3,63.120999999999995
199,[CH]=C1[C]2[CH][C@H]21,c9h4_aggregates_ag_a_005_b_003_003_selected_result_003_001_ag_a_005_b_003.xyz,-191.797992,C5H3,63.120999999999995
384,C#C[C]1[C]C1,c6h3_aggregates_ag_a_005_b_003_002_selected_result_012_000_ag_a_005_b_003.xyz,-191.831682,C5H3,63.120999999999995
232,C#C[C@H]1[C][CH]1,c8h9_aggregates_ag_a_005_b_003_000_selected_result_026_001_ag_a_005_b_003.xyz,-191.824496,C5H3,63.120999999999995
261,[C]#CCC#C,c6h5_aggregates_ag_a_005_b_003_009_selected_result_015_003_ag_a_005_b_003.xyz,-191.804309,C5H3,63.120999999999995
303,[C]=C[CH]C#C,c5h4_aggregates_ag_a_005_b_003_004_selected_result_020_000_ag_a_005_b_003.xyz,-191.821376,C5H3,63.120999999999995
374,[CH]=C1[C@H]2[C][C@@H]12,c10h4_aggregates_ag_a_005_b_003_002_selected_result_020_004_ag_a_005_b_003.xyz,-191.783819,C5H3,63.120999999999995
43,[C]12[C@H]3[C@H]4[C@@H]1[C@]234,c6h5_aggregates_ag_a_005_b_003_001_selected_result_012_001_ag_a_005_b_003.xyz,-191.778672,C5H3,63.120999999999995
420,[CH]=C1[C]2[CH][C@@H]21,c7h6_aggregates_ag_a_005_b_003_009_selected_result_010_001_ag_a_005_b_003.xyz,-191.797992,C5H3,63.120999999999995
210,[C]C1=CC1=C,c7h8_aggregates_ag_a_005_b_003_001_selected_result_028_001_ag_a_005_b_003.xyz,-191.804467,C5H3,63.120999999999995
39,[C]C#CC=C,c8h8_aggregates_ag_a_005_b_003_007_selected_result_030_001_ag_a_005_b_003.xyz,-191.838115,C5H3,63.120999999999995
74,[C]1[CH]C12C=C2,c6h5_aggregates_ag_a_005_b_003_009_selected_result_018_002_ag_a_005_b_003.xyz,-191.796731,C5H3,63.120999999999995
33,C=C=C1[C][CH]1,c7h5_aggregates_ag_a_005_b_003_007_selected_result_013_000_ag_a_005_b_003.xyz,-191.83526,C5H3,63.120999999999995
36,[C]#CC1C=C1,c10h4_aggregates_ag_a_005_b_003_002_selected_result_006_004_ag_a_005_b_003.xyz,-191.836622,C5H3,63.120999999999995
1,[C]C1=C(C)[C]1,c5h5_aggregates_ag_a_005_b_003_002_selected_result_013_002_ag_a_005_b_003.xyz,-191.783945,C5H3,63.120999999999995
2,C#C[C]1C=C1,c6h5_aggregates_ag_a_005_b_003_001_selected_result_015_000_ag_a_005_b_003.xyz,,C5H3,63.120999999999995
3,C#C[CH]C#C,c6h5_aggregates_ag_a_005_b_003_001_selected_result_022_000_ag_a_005_b_003.xyz,,C5H3,63.120999999999995
4,C#CC#C[CH2],c5h3_aggregates_ag_a_005_b_003_000_selected_result_018_000_ag_a_005_b_003.xyz,-191.907362,C5H3,63.120999999999995
9,[CH]1[C]2C=C[C]12,c10h4_aggregates_ag_a_005_b_003_002_selected_result_012_001_ag_a_005_b_003.xyz,-191.836622,C5H3,63.120999999999995
10,[C]#CC1=CC1,c10h7_aggregates_ag_a_005_b_003_009_selected_result_017_001_ag_a_005_b_003.xyz,-191.802356,C5H3,63.120999999999995
12,[C]1[C]2[CH]C[C]12,c10h10_aggregates_ag_a_005_b_003_001_selected_result_030_001_ag_a_005_b_003.xyz,-191.795257,C5H3,63.120999999999995
7,[C]1=[C]C[C]=C1,c10h4_aggregates_ag_a_005_b_003_001_selected_result_005_000_ag_a_005_b_003.xyz,-191.78791,C5H3,63.120999999999995
19,C#C[C@@H]1[C][CH]1,c5h3_aggregates_ag_a_005_b_003_006_selected_result_021_000_ag_a_005_b_003.xyz,-191.824492,C5H3,63.120999999999995
20,[CH]C1=C([CH2])[C]1,c5h3_aggregates_ag_a_005_b_003_000_selected_result_005_000_ag_a_005_b_003.xyz,,C5H3,63.120999999999995
21,C=C1[C]2[CH][C]21,c10h5_aggregates_ag_a_005_b_003_000_selected_result_009_000_ag_a_005_b_003.xyz,-191.833779,C5H3,63.120999999999995
22,[C]=CC#C[CH2],c8h5_aggregates_ag_a_005_b_003_007_selected_result_000_000_ag_a_005_b_003.xyz,,C5H3,63.120999999999995
25,[C]1[C@H]2[C]3[C@@H]1[C@H]32,c8h6_aggregates_ag_a_005_b_003_005_selected_result_031_001_ag_a_005_b_003.xyz,-191.784693,C5H3,63.120999999999995
28,[CH]=CC1=C[C]1,c10h4_aggregates_ag_a_005_b_003_001_selected_result_025_001_ag_a_005_b_003.xyz,-191.789899,C5H3,63.120999999999995
15,[CH]1[C@]23[C@@H]4[C@H]2[C@@]143,c6h5_aggregates_ag_a_005_b_003_000_selected_result_009_001_ag_a_005_b_003.xyz,-191.768418,C5H3,63.120999999999995
216,[C]1=CC=[C]C1,c10h9_aggregates_ag_a_005_b_004_007_selected_result_006_000_ag_a_005_b_004.xyz,-192.443458,C5H4,64.128
103,[C]=CC1C=C1,c10h10_aggregates_ag_a_005_b_004_003_selected_result_007_003_ag_a_005_b_004.xyz,,C5H4,64.128
108,[C]1[CH][C]2C[C@H]12,c9h10_aggregates_ag_a_005_b_004_001_selected_result_017_001_ag_a_005_b_004.xyz,-192.432896,C5H4,64.128
112,C#C[C@@H]1[C]C1,c8h4_aggregates_ag_a_005_b_004_009_selected_result_009_000_ag_a_005_b_004.xyz,-192.424499,C5H4,64.128
155,[CH2]C1=C([CH2])[C]1,c8h8_aggregates_ag_a_005_b_004_003_selected_result_025_001_ag_a_005_b_004.xyz,,C5H4,64.128
169,[C]#C[C]1CC1,c7h6_aggregates_ag_a_005_b_004_003_selected_result_006_002_ag_a_005_b_004.xyz,-192.451813,C5H4,64.128
173,C=C=C1[C]C1,c6h5_aggregates_ag_a_005_b_004_002_selected_result_014_001_ag_a_005_b_004.xyz,-192.439261,C5H4,64.128
193,C=C1[C]2[CH][C@H]21,c9h7_aggregates_ag_a_005_b_004_007_selected_result_012_004_ag_a_005_b_004.xyz,-192.479207,C5H4,64.128
226,[C][C]1C[C]C1,c6h10_aggregates_ag_a_005_b_004_009_selected_result_008_001_ag_a_005_b_004.xyz,-192.344455,C5H4,64.128
316,[C]=C1[C@H]2C[C@@H]12,c7h8_aggregates_ag_a_005_b_004_007_selected_result_010_002_ag_a_005_b_004.xyz,-192.430208,C5H4,64.128
241,[CH]C=C1C=C1,c9h7_aggregates_ag_a_005_b_004_002_selected_result_025_004_ag_a_005_b_004.xyz,192.435925,C5H4,64.128
251,[C@H]12[C@@H]3[C@@H]4[C@H]1C234,c8h10_aggregates_ag_a_005_b_004_000_selected_result_022_001_ag_a_005_b_004.xyz,-192.467656,C5H4,64.128
265,C[CH][C]1[C][C]1,c7h6_aggregates_ag_a_005_b_004_003_selected_result_008_003_ag_a_005_b_004.xyz,-192.440905,C5H4,64.128
276,[CH]=CC#C[CH2],c9h9_aggregates_ag_a_005_b_004_000_selected_result_014_000_ag_a_005_b_004.xyz,,C5H4,64.128
285,[C]=CC#CC,c9h8_aggregates_ag_a_005_b_004_003_selected_result_008_004_ag_a_005_b_004.xyz,,C5H4,64.128
296,[C]1[CH][C]2C[C@@H]12,c9h9_aggregates_ag_a_005_b_004_000_selected_result_000_001_ag_a_005_b_004.xyz,-192.432897,C5H4,64.128
341,C#C[C]C=C,c10h9_aggregates_ag_a_005_b_004_003_selected_result_018_000_ag_a_005_b_004.xyz,-192.468417,C5H4,64.128
100,[C]1=[C]CC=C1,c8h10_aggregates_ag_a_005_b_004_000_selected_result_009_001_ag_a_005_b_004.xyz,-192.465354,C5H4,64.128
240,[CH][CH][CH]C#C,c9h8_aggregates_ag_a_005_b_004_006_selected_result_019_000_ag_a_005_b_004.xyz,-192.445731,C5H4,64.128
89,[CH][C]1[C]2C[C@H]12,c8h8_aggregates_ag_a_005_b_004_003_selected_result_011_000_ag_a_005_b_004.xyz,,C5H4,64.128
6,[C]1[C@H]2[C@H]3[C@@H]1[C@@H]23,c9h10_aggregates_ag_a_005_b_004_000_selected_result_018_001_ag_a_005_b_004.xyz,-192.437662,C5H4,64.128
74,[C]#C[C][CH]C,c10h8_aggregates_ag_a_005_b_004_000_selected_result_016_001_ag_a_005_b_004.xyz,-192.473636,C5H4,64.128
1,C#CC=C=C,c7h4_aggregates_ag_a_005_b_004_001_selected_result_014_000_ag_a_005_b_004.xyz,-192.538304,C5H4,64.128
86,C#CCC#C,c9h8_aggregates_ag_a_005_b_004_006_selected_result_012_000_ag_a_005_b_004.xyz,-192.473636,C5H4,64.128
3,C=CC1=C[C]1,c6h5_aggregates_ag_a_005_b_004_007_selected_result_011_000_ag_a_005_b_004.xyz,-192.497905,C5H4,64.128
4,C#CC1=CC1,c8h8_aggregates_ag_a_005_b_004_003_selected_result_010_000_ag_a_005_b_004.xyz,-192.509606,C5H4,64.128
5,C#CC#CC,c10h10_aggregates_ag_a_005_b_004_003_selected_result_003_002_ag_a_005_b_004.xyz,-192.548697,C5H4,64.128
7,C#CC1C=C1,c6h8_aggregates_ag_a_005_b_004_008_selected_result_012_000_ag_a_005_b_004.xyz,-192.501583,C5H4,64.128
11,[CH][CH][C]1C=C1,c7h7_aggregates_ag_a_005_b_004_007_selected_result_027_000_ag_a_005_b_004.xyz,-192.431045,C5H4,64.128
2,[CH]C#CC=C,c9h7_aggregates_ag_a_005_b_004_007_selected_result_015_000_ag_a_005_b_004.xyz,-192.468487,C5H4,64.128
64,[C]C1=C([CH2])C1,c5h4_aggregates_ag_a_005_b_004_004_selected_result_012_001_ag_a_005_b_004.xyz,-192.455945,C5H4,64.128
22,C=C1[C]2[CH][C@@H]21,c9h6_aggregates_ag_a_005_b_004_005_selected_result_012_005_ag_a_005_b_004.xyz,-192.479205,C5H4,64.128
27,[CH2][C]C#C[CH2],c9h8_aggregates_ag_a_005_b_004_006_selected_result_031_001_ag_a_005_b_004.xyz,-192.544377,C5H4,64.128
20,[CH]C1=C(C)[C]1,c8h6_aggregates_ag_a_005_b_004_007_selected_result_023_001_ag_a_005_b_004.xyz,,C5H4,64.128
35,[C]C1=C[CH]C1,c9h7_aggregates_ag_a_005_b_004_003_selected_result_007_002_ag_a_005_b_004.xyz,-192.461489,C5H4,64.128
40,C#C[C@H]1[C]C1,c6h4_aggregates_ag_a_005_b_004_007_selected_result_007_000_ag_a_005_b_004.xyz,-192.424496,C5H4,64.128
43,C1[C@]23[C@@H]4[C@H]2[C@@]143,c9h7_aggregates_ag_a_005_b_004_007_selected_result_004_004_ag_a_005_b_004.xyz,-192.44577,C5H4,64.128
67,C=C=C1C=C1,c9h7_aggregates_ag_a_005_b_004_002_selected_result_003_005_ag_a_005_b_004.xyz,-192.504014,C5H4,64.128
145,C#CC([CH2])=C,c8h6_aggregates_ag_a_005_b_005_009_selected_result_018_001_ag_a_005_b_005.xyz,-193.136638,C5H5,65.13499999999999
110,C=C[C@H]1[C][CH]1,c6h7_aggregates_ag_a_005_b_005_008_selected_result_018_001_ag_a_005_b_005.xyz,193.07599,C5H5,65.13499999999999
97,[CH]C1=C[CH]C1,c8h10_aggregates_ag_a_005_b_005_003_selected_result_011_000_ag_a_005_b_005.xyz,-193.106871,C5H5,65.13499999999999
207,[C]1[C]2CC[C@@H]12,c5h5_aggregates_ag_a_005_b_005_007_selected_result_028_002_ag_a_005_b_005.xyz,-193.054896,C5H5,65.13499999999999
147,[CH]=C(C)C#C,c10h5_aggregates_ag_a_005_b_005_004_selected_result_000_000_ag_a_005_b_005.xyz,-193.098106,C5H5,65.13499999999999
82,C[C]1[C]2C[C]12,c8h9_aggregates_ag_a_005_b_005_008_selected_result_006_000_ag_a_005_b_005.xyz,-193.072188,C5H5,65.13499999999999
81,[CH2]C1=C(C)[C]1,c8h9_aggregates_ag_a_005_b_005_008_selected_result_024_000_ag_a_005_b_005.xyz,-193.084197,C5H5,65.13499999999999
85,C#C[C]1CC1,c8h6_aggregates_ag_a_005_b_005_002_selected_result_025_000_ag_a_005_b_005.xyz,-193.112516,C5H5,65.13499999999999
149,[CH]1[C@H]2[C@H]3[C@@H]1[C@@H]23,c8h7_aggregates_ag_a_005_b_005_006_selected_result_015_001_ag_a_005_b_005.xyz,-193.063261,C5H5,65.13499999999999
178,[CH]C[CH]C#C,c5h7_aggregates_ag_a_005_b_005_003_selected_result_000_005_ag_a_005_b_005.xyz,-193.010906,C5H5,65.13499999999999
166,[CH][C]1[C][C@H]1C,c8h6_aggregates_ag_a_005_b_005_006_selected_result_026_000_ag_a_005_b_005.xyz,-193.124796,C5H5,65.13499999999999
177,C=[C]C1C=C1,c8h6_aggregates_ag_a_005_b_005_007_selected_result_006_003_ag_a_005_b_005.xyz,-193.072821,C5H5,65.13499999999999
210,[C]1[CH][C]CC1,c8h6_aggregates_ag_a_005_b_005_002_selected_result_003_000_ag_a_005_b_005.xyz,-193.058351,C5H5,65.13499999999999
180,[C]#CC1CC1,c10h7_aggregates_ag_a_005_b_005_001_selected_result_028_002_ag_a_005_b_005.xyz,-193.057283,C5H5,65.13499999999999
206,C=C=C1[CH]C1,c6h9_aggregates_ag_a_005_b_005_009_selected_result_024_000_ag_a_005_b_005.xyz,-193.102235,C5H5,65.13499999999999
79,[C]1=CC=CC1,c9h5_aggregates_ag_a_005_b_005_007_selected_result_024_000_ag_a_005_b_005.xyz,-193.141618,C5H5,65.13499999999999
209,[CH]1[C@@H]2C=C[C@H]12,c8h10_aggregates_ag_a_005_b_005_004_selected_result_003_000_ag_a_005_b_005.xyz,-193.081433,C5H5,65.13499999999999
158,C1[C@H]2[C]3[C@@H]1[C@H]32,c8h7_aggregates_ag_a_005_b_005_006_selected_result_009_001_ag_a_005_b_005.xyz,-193.044312,C5H5,65.13499999999999
61,C#C[C@@H]1[CH]C1,c10h5_aggregates_ag_a_005_b_005_004_selected_result_024_000_ag_a_005_b_005.xyz,-193.090527,C5H5,65.13499999999999
3,[CH]CC#C[CH2],c6h9_aggregates_ag_a_005_b_005_009_selected_result_012_000_ag_a_005_b_005.xyz,-193.01548,C5H5,65.13499999999999
48,[CH]=CC1C=C1,c7h6_aggregates_ag_a_005_b_005_000_selected_result_007_001_ag_a_005_b_005.xyz,-193.066663,C5H5,65.13499999999999
9,[CH]1C=CC=C1,c8h7_aggregates_ag_a_005_b_004_003_selected_result_011_001_ag_a_005_b_004.xyz,-192.495054,C5H5,65.13499999999999
2,C#C[CH]C=C,c6h7_aggregates_ag_a_005_b_005_008_selected_result_021_004_ag_a_005_b_005.xyz,-193.150825,C5H5,65.13499999999999
4,[CH2]C=C1C=C1,c8h6_aggregates_ag_a_005_b_005_007_selected_result_015_003_ag_a_005_b_005.xyz,-193.107975,C5H5,65.13499999999999
5,[CH]=CC#CC,c6h10_aggregates_ag_a_005_b_005_008_selected_result_013_000_ag_a_005_b_005.xyz,-193.105311,C5H5,65.13499999999999
6,C#C[C][CH]C,c8h7_aggregates_ag_a_005_b_005_004_selected_result_014_000_ag_a_005_b_005.xyz,,C5H5,65.13499999999999
10,[CH2]C1=CC=C1,c6h8_aggregates_ag_a_005_b_005_009_selected_result_019_001_ag_a_005_b_005.xyz,-193.14253,C5H5,65.13499999999999
11,CC1[C]2[CH][C]21,c10h5_aggregates_ag_a_005_b_005_004_selected_result_025_000_ag_a_005_b_005.xyz,-193.065682,C5H5,65.13499999999999
52,[CH2]/C=C1/[C]C1,c6h6_aggregates_ag_a_005_b_005_003_selected_result_023_001_ag_a_005_b_005.xyz,-193.057283,C5H5,65.13499999999999
14,[CH]=C1[C@H]2C[C@@H]12,c8h10_aggregates_ag_a_005_b_005_007_selected_result_002_000_ag_a_005_b_005.xyz,-193.072795,C5H5,65.13499999999999
13,[CH2][C]C#CC,c7h9_aggregates_ag_a_005_b_005_007_selected_result_003_000_ag_a_005_b_005.xyz,,C5H5,65.13499999999999
41,[CH2]C#CC=C,c8h9_aggregates_ag_a_005_b_005_007_selected_result_013_000_ag_a_005_b_005.xyz,-193.150917,C5H5,65.13499999999999
39,C#C/C=[C]/C,c6h5_aggregates_ag_a_005_b_005_003_selected_result_008_000_ag_a_005_b_005.xyz,-193.106762,C5H5,65.13499999999999
47,C[CH]C1=C[C]1,c8h7_aggregates_ag_a_005_b_005_006_selected_result_026_000_ag_a_005_b_005.xyz,-193.078706,C5H5,65.13499999999999
25,C#C[C@H]1[CH]C1,c8h7_aggregates_ag_a_005_b_005_006_selected_result_031_000_ag_a_005_b_005.xyz,-193.150917,C5H5,65.13499999999999
21,C=C1[C@H]2[CH][C@@H]12,c6h8_aggregates_ag_a_005_b_005_009_selected_result_028_002_ag_a_005_b_005.xyz,-193.080224,C5H5,65.13499999999999
38,[C]1=CCC=C1,c8h10_aggregates_ag_a_005_b_005_004_selected_result_010_000_ag_a_005_b_005.xyz,-193.142765,C5H5,65.13499999999999
44,C=CC#CC,c8h6_aggregates_ag_a_005_b_006_003_selected_result_008_005_ag_a_005_b_006.xyz,-193.790438,C5H6,66.142
50,[CH][C@H]1C=CC1,c7h10_aggregates_ag_a_005_b_006_009_selected_result_026_001_ag_a_005_b_006.xyz,,C5H6,66.142
88,CCC1=C[C]1,c8h8_aggregates_ag_a_005_b_006_005_selected_result_010_004_ag_a_005_b_006.xyz,-193.723703,C5H6,66.142
52,C#CC(=C)C,c8h7_aggregates_ag_a_005_b_006_005_selected_result_025_003_ag_a_005_b_006.xyz,-193.78281,C5H6,66.142
63,C1=C[C@@H]2C[C@H]12,c8h8_aggregates_ag_a_005_b_006_002_selected_result_026_002_ag_a_005_b_006.xyz,-193.755545,C5H6,66.142
75,C=C=C[C]C,c8h6_aggregates_ag_a_005_b_006_005_selected_result_020_000_ag_a_005_b_006.xyz,-193.685824,C5H6,66.142
79,[C]=CCC=C,c7h10_aggregates_ag_a_005_b_006_001_selected_result_006_006_ag_a_005_b_006.xyz,-193.696818,C5H6,66.142
82,C[C@H]1[C@@H]2[C][C@H]12,c7h9_aggregates_ag_a_005_b_006_002_selected_result_011_001_ag_a_005_b_006.xyz,-193.699225,C5H6,66.142
93,[C]1[C@H]2CC[C@@H]12,c5h6_aggregates_ag_a_005_b_006_001_selected_result_018_001_ag_a_005_b_006.xyz,-193.719835,C5H6,66.142
132,[CH2]C1=C([CH2])C1,c6h6_aggregates_ag_a_005_b_006_007_selected_result_019_000_ag_a_005_b_006.xyz,-193.766197,C5H6,66.142
105,C=C[C@@H]1[C]C1,c8h10_aggregates_ag_a_005_b_006_006_selected_result_019_000_ag_a_005_b_006.xyz,-193.672983,C5H6,66.142
121,[CH2]C1=C(C)[CH]1,c6h9_aggregates_ag_a_005_b_006_007_selected_result_003_002_ag_a_005_b_006.xyz,-193.759548,C5H6,66.142
146,C=CC1C=C1,c7h9_aggregates_ag_a_005_b_006_002_selected_result_024_000_ag_a_005_b_006.xyz,-193.747543,C5H6,66.142
152,C1=CC12CC2,c7h10_aggregates_ag_a_005_b_006_001_selected_result_006_001_ag_a_005_b_006.xyz,-193.726925,C5H6,66.142
162,[CH][C@H]1[C@@H]2C[C@H]12,c8h8_aggregates_ag_a_005_b_006_002_selected_result_022_003_ag_a_005_b_006.xyz,-193.640872,C5H6,66.142
39,C=CC1=CC1,c5h8_aggregates_ag_a_005_b_006_006_selected_result_007_000_ag_a_005_b_006.xyz,-193.75591,C5H6,66.142
176,C[C]C#CC,c8h6_aggregates_ag_a_005_b_006_005_selected_result_016_000_ag_a_005_b_006.xyz,-193.699563,C5H6,66.142
206,C=C1CC1=C,c5h6_aggregates_ag_a_005_b_006_001_selected_result_017_003_ag_a_005_b_006.xyz,-193.7662,C5H6,66.142
103,C[C@@H]1[C]2[CH][C@@H]21,c7h10_aggregates_ag_a_005_b_006_001_selected_result_030_003_ag_a_005_b_006.xyz,-193.708748,C5H6,66.142
166,[C]=C1CCC1,c6h6_aggregates_ag_a_005_b_006_007_selected_result_006_001_ag_a_005_b_006.xyz,-193.691569,C5H6,66.142
36,C=C=C1CC1,c5h6_aggregates_ag_a_005_b_006_001_selected_result_003_007_ag_a_005_b_006.xyz,-193.763255,C5H6,66.142
28,C[C]1[C]2C[C@@H]12,c8h8_aggregates_ag_a_005_b_006_002_selected_result_003_000_ag_a_005_b_006.xyz,-193.717906,C5H6,66.142
1,C1=CCC=C1,c9h9_aggregates_ag_a_005_b_005_001_selected_result_016_001_ag_a_005_b_005.xyz,-193.197198,C5H6,66.142
33,C1[C@H]2[C@H]3[C@@H]1[C@@H]23,c5h6_aggregates_ag_a_005_b_006_001_selected_result_006_000_ag_a_005_b_006.xyz,-193.732186,C5H6,66.142
1,C1=CCC=C1,c8h7_aggregates_ag_a_005_b_006_008_selected_result_024_000_ag_a_005_b_006.xyz,-193.83185,C5H6,66.142
2,C=C1[C@H]2C[C@@H]12,c8h7_aggregates_ag_a_005_b_006_002_selected_result_001_000_ag_a_005_b_006.xyz,-193.754383,C5H6,66.142
3,C#CC1CC1,c5h6_aggregates_ag_a_005_b_006_009_selected_result_019_007_ag_a_005_b_006.xyz,-193.767737,C5H6,66.142
6,C#CCC=C,c9h10_aggregates_ag_a_005_b_006_001_selected_result_031_000_ag_a_005_b_006.xyz,-193.772995,C5H6,66.142
7,CC=C1C=C1,c6h9_aggregates_ag_a_005_b_006_000_selected_result_024_001_ag_a_005_b_006.xyz,-193.748924,C5H6,66.142
9,[CH]CC#CC,c10h10_aggregates_ag_a_005_b_006_000_selected_result_023_000_ag_a_005_b_006.xyz,,C5H6,66.142
